codigo,descripcion
9310210130406,Reparación de tendón de pie o dedos de los pies
9310210130407,Reconstrucción de tendón de pie o dedos de los pies
9310210140101,Masaje de extremidad inferior
9310210140102,Estiramiento del tejido blando de la extremidad inferior
9310210140201,"Evaluación de tejido óseo, articular o blando de extremidad inferior, n.c.p."
9310210140202,"Radiografía del hueso, articulación o tejido blando de la extremidad inferior, n.c.p."
9310210140203,"Angiografía de extremidad inferior, n.c.p."
9310210140204,"Tomografía computarizada de hueso, articulación o tejido blando extremidad inferior, n.c.p."
9310210140205,"Tomografía computarizada de hueso, articulación o tejido blando de extremidad inferior con contraste intravenoso"
9310210140206,"Imágenes de resonancia magnética de tejido óseo, articular o blando de extremidad inferior, n.c.p."
9310210140207,"Imagen de resonancia magnética de hueso, articulación o tejido blando de la extremidad inferior con contraste intravenoso"
9310210140208,"Ultrasonido de extremidad inferior, n.c.p."
9310210140209,"Colocación de prótesis de pierna, n.c.p."
9310210140210,Implantación de prótesis de pierna
9310210140211,"Desbridamiento de huesos, articulaciones o tejidos blandos de extremidades inferiores, n.c.p."
9310210140212,"Amputación de extremidad inferior, n.c.p."
9310210140213,Tracción directa o esquelética de la extremidad inferior
9310210140214,Tracción indirecta o cutánea de extremidad inferior
9310210140215,"Reconstrucción de extremidad inferior, n.c.p."
9310210140216,"Manipulación de la articulación de la extremidad inferior, n.c.p."
9310210140217,"Movilización de la articulación de la extremidad inferior, n.c.p."
9310210140218,"Terapia de ondas de choque extracorpóreas de extremidades inferiores, n.c.p."
9310210150101,"Evaluación del hueso, n.c.p."
9310210150102,Estudios de densidad mineral ósea
9310210150103,Absorciometría de fotones individuales
9310210150104,"Biopsia de hueso, n.c.p."
9310210150105,Biopsia percutánea de hueso
9310210150106,Estudios cuantitativos de tomografía computarizada
9310210150107,Radiografía
9310210150108,Termografía ósea
9310210150109,Inserción de sustancia terapéutica en el hueso
9310210150110,"Inserción de dispositivo en el hueso, n.c.p."
9310210150111,"Inserción percutánea de dispositivo en el hueso, n.c.p."
9310210150112,"Otra incisión de hueso sin división, n.c.p."
9310210150113,"Otra división del hueso, n.c.p."
9310210150114,"Destrucción de hueso, n.c.p."
9310210150115,"Extracción de cuerpo extraño de hueso, n.c.p."
9310210150116,"Desbridamiento de huesos, n.c.p."
9310210150117,"Adquisición de hueso para injerto, n.c.p."
9310210150118,"Escisión local de lesión o tejido óseo, n.c.p."
9310210150119,"Otra ostectomía parcial, n.c.p."
9310210150120,"Ostostomía total, n.c.p."
9310210150121,"Aplicación de dispositivo externo de inmovilización, n.c.p."
9310210150122,Reducción abierta de sitio n.c.p.
9310210150123,Reducción cerrada n.c.p.
9310210150124,"Procedimientos de alargamiento de extremidades, n.c.p."
9310210150125,"Procedimientos de acortamiento de extremidades, n.c.p."
9310210150126,"Injerto óseo, n.c.p."
9310210150201,"Evaluación de la estructura articular, n.c.p."
9310210150202,Biopsia de la estructura articular de otro sitio no especificado
9310210150203,Biopsia percutánea de articulación n.c.p.
9310210150204,"Artroscopía, no clasificado en otra parte"
9310210150205,"Artrograma de contraste, n.c.p."
9310210150206,"Inyección en articulación, n.c.p."
9310210150207,"Inserción de dispositivo en sitio conjunto, n.c.p."
9310210150208,"Artrotomía, n.c.p."
9310210150209,"Otra destrucción de lesión de articulación, n.c.p."
9310210150210,"Irrigación de juntas, n.c.p."
9310210150211,"Irrigación percutáneo de la articulación, n.c.p."
9310210150212,"Drenaje de articulaciones, n.c.p."
9310210150213,"Drenaje percutáneo de la articulación, n.c.p."
9310210150214,"Extracción de cuerpo extraño de empalme, n.c.p."
9310210150215,"Desbridamiento de juntas, n.c.p."
9310210150216,"Escisión local de lesión o tejido de articulación, n.c.p."
9310210150217,"Escisión parcial de sitio conjunto, n.c.p."
9310210150218,"Escisión parcial artroscópica de sitio articular, n.c.p."
9310210150219,"Amputación de sitio conjunto, n.c.p."
9310210150220,"Estabilización de sitio conjunto, n.c.p."
9310210150221,"Aplicación de un dispositivo externo de inmovilización de articulación, n.c.p."
9310210150222,"Reducción abierta de sitio conjunto, n.c.p."
9310210150223,"Reducción cerrada de sitio conjunto, n.c.p."
9310210150224,"Artrodesis de sitio conjunto, n.c.p."
9310210150225,"Reparación de sitio conjunto, n.c.p."
9310210150226,"Manipulación de articulaciones, n.c.p."
9310210150227,"Movilización de la articulación, no especificado de otra manera"
9310210150301,"Valoración de músculo, n.c.p."
9310210150302,Electromiografía
9310210150303,"Termografía muscular, n.c.p."
9310210150304,"Inyección en el músculo, n.c.p."
9310210150305,Inserción o reemplazo del estimulador del músculo esquelético
9310210150306,"Miotomía, n.c.p."
9310210150307,"División de otro músculo, n.c.p."
9310210150308,"Liberación de adherencias musculares, n.c.p."
9310210150309,Extracción de cuerpo extraño de músculo n.c.p.
9310210150310,"Desbridamiento de músculo, n.c.p."
9310210150311,"Obtención de músculo para injerto, n.c.p."
9310210150312,"Escisión de lesión de músculo, n.c.p."
9310210150313,"Otra escisión de músculo, n.c.p."
9310210150314,"Transferencia o trasplante de músculo, n.c.p."
9310210150315,"Sutura de músculo, n.c.p."
9310210150316,"Otras operaciones plásticas en músculo, n.c.p."
9310210150317,Hipertermia para músculo
9310210150318,Hipotermia para músculo
9310210150401,"Evaluación de tejidos blandos, n.c.p."
9310210150402,"Biopsia abierta de tejido blando, n.c.p."
9310210150403,"Biopsia percutánea de tejidos blandos, n.c.p."
9310210150404,"Inyección en tejido blando, n.c.p."
9310210150405,"Otra incisión de tejido blando, n.c.p."
9310210150406,"División de fascia, n.c.p."
9310210150407,"Liberación de tendón, fascia y bolsa, n.c.p."
9310210150408,"Irrigación de tejidos blandos, n.c.p."
9310210150409,"Irrigación percutáneo de tejidos blandos, n.c.p."
9310210150410,"Drenaje de tejidos blandos, n.c.p."
9310210150411,"Drenaje percutáneo de tejidos blandos, n.c.p."
9310210150412,"Desbridamiento de tejidos blandos, n.c.p."
9310210150413,"Escisión de fascia por injerto, n.c.p."
9310210150414,"Escisión de lesión de tejido blando, n.c.p."
9310210150415,"Otras fasciectomías, n.c.p."
9310210150416,"Alargamiento de la fascia, n.c.p."
9310210150417,"Recesión del tendón, n.c.p."
9310210150418,"Reparación de fascia, n.c.p."
9310210150419,"Otras operaciones plásticas en fascia, n.c.p."
9310210150420,Masaje de cuerpo entero
9310210150421,"Estiramiento de tejido blando, n.c.p."
9310210150501,"Evaluación de tendones, n.c.p."
9310210150502,"Exploración de la vaina del tendón, n.c.p."
9310210150503,"Inyección en tendón, n.c.p."
9310210150504,"División de otro tendón, n.c.p."
9310210150505,"Liberación del tendón, n.c.p."
9310210150506,"Escisión de tendón para injerto, n.c.p."
9310210150507,"Escisión de lesión de la vaina tendinosa, n.c.p."
9310210150508,"Otra tenonectomía, n.c.p."
9310210150509,"Transferencia o trasplante de tendón, n.c.p."
9310210150510,"Alargamiento del tendón, n.c.p."
9310210150511,"Reparación de tendones, n.c.p."
9310210150512,"Otras operaciones plásticas en tendón, n.c.p."
9310210160101,Evaluación de las funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160102,Prueba de funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160103,Inspección de las funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160104,Observación de funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160105,Ayudar y dirigir el ejercicio para las funciones relacionadas con el movimiento y el neuromusculoesquelético
9310210160106,Entrenamiento de las funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160107,Educación sobre las funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160108,Asesoramiento sobre funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160109,Consejería para funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160110,Soporte práctico con funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160111,Apoyo emocional para las funciones neuromúsculoesqueléticas y relacionadas con el movimiento
9310210160201,Ayudar y dirigir el ejercicio para funciones de articulaciones y huesos
9310210160301,Valoración de la movilidad articular
9310210160302,Medición de la movilidad articular
9310210160303,Prueba de movilidad articular
9310210160304,Ayudar y liderar ejercicios para la movilidad de las funciones articulares
9310210160305,Entrenamiento en movimientos conjuntos
9310210160306,Educación sobre movilidad articular
9310210160307,Asesoramiento sobre movilidad articular
9310210160401,Evaluación de la estabilidad articular
9310210160402,Ensayo de estabilidad articular
9310210160403,Ayudar y liderar el ejercicio para la estabilidad de las funciones articulares
9310210160404,Entrenamiento de la estabilidad de las funciones articulares
9310210160501,Valoración de la movilidad de los huesos
9310210160502,Ayudar y liderar ejercicios para la movilidad de las funciones óseas
9310210170101,Evaluación de las funciones musculares
9310210170102,Medición de las funciones musculares
9310210170103,Electromiografía de fibra única
9310210170104,Pruebas manuales de longitud muscular
9310210170105,Ayudar y dirigir el ejercicio para las funciones musculares
9310210170106,Entrenamiento de las funciones musculares
9310210170107,Educación sobre las funciones musculares
9310210170108,Acupuntura para funciones musculares
9310210170109,Moxibustión para funciones musculares
9310210170110,Ventosaterapia para funciones musculares
9310210170201,Evaluación de las funciones de potencia muscular
9310210170202,Prueba de potencia muscular
9310210170203,Pruebas manuales de potencia muscular
9310210170204,Ayudar y dirigir el ejercicio para las funciones de potencia muscular
9310210170205,Educación sobre las funciones de potencia muscular
9310210170301,Evaluación de las funciones del tono muscular
9310210170302,Prueba de tono muscular
9310210170303,Inspección del tono muscular
9310210170304,Ayudar y dirigir el ejercicio para las funciones del tono muscular
9310210170305,Educación sobre las funciones del tono muscular
9310210170401,Evaluación de la resistencia muscular
9310210170402,Prueba de resistencia muscular
9310210170403,Inspección de la resistencia muscular
9310210170404,Ayudar y liderar el ejercicio para las funciones de resistencia muscular
9310210180101,Evaluación de las funciones del movimiento
9310210180102,Ayudar y liderar ejercicio para funciones de movimiento
9310210180103,Asesoramiento sobre la función del movimiento
9310210180104,Apoyo práctico con movimiento
9310210180105,Acupuntura para funciones de movimiento
9310210180106,Moxibustión para funciones de movimiento
9310210180107,Ventosaterapia para funciones de movimiento
9310210180201,Evaluación de las funciones reflejas motoras
9310210180202,Prueba de los reflejos motores
9310210180301,Evaluación de las funciones de reacción de movimiento involuntario
9310210180302,Inhibir reacciones de movimientos involuntarios
9310210180303,Ayudar y dirigir el ejercicio para funciones de reacción de movimiento involuntario
9310210180401,Evaluación del control del movimiento voluntario
9310210180402,Prueba de control de movimiento voluntario
9310210180403,Asistir y dirigir el ejercicio para el control de las funciones de movimiento voluntario
9310210180404,Entrenamiento de control motor
9310210180501,Valoración del movimiento involuntario
9310210180502,Prueba de movimientos involuntarios
9310210180503,Ayudar y dirigir el ejercicio para funciones de movimiento involuntario
9310210180504,Entrenamiento de funciones de movimiento involuntario
9310210180601,Evaluación del patrón de marcha
9310210180602,Prueba de patrón de marcha
9310210180603,Análisis de la evaluación de la marcha del video
9310210180604,Ayudar y dirigir el ejercicio para las funciones del patrón de marcha
9310210180605,Entrenamiento de patrón de marcha
9310210180606,Estimulación eléctrica para la función del patrón de marcha
9310210180701,Valoración de sensaciones relacionadas con el músculo y el movimiento
9310210180702,Ayudar y dirigir el ejercicio para sensaciones relacionadas con las funciones musculares y de movimiento
9310210180703,Acupuntura para músculos afectados por sensaciones
9310210180704,Moxibustión para los músculos afectados por sensaciones
9310210180705,Ventosaterapia para músculos afectados por sensaciones
9310210190101,Series esqueléticas
9310210190102,"Imágenes de resonancia magnética del sistema musculoesquelético, n.c.p."
9310210190103,"Colocación de dispositivo protésico de extremidades, n.c.p."
9310210190104,"Implantación de prótesis de extremidades, n.c.p."
9310210190105,"División de la cápsula articular, el ligamento o el cartílago, n.c.p., otros sitios y sitios no especificados"
9310210190106,"Artrocentesis, n.c.p."
9310210190107,"Amputación, n.c.p."
9310210190108,"Tracción directa e indirecta, no expresada en otra parte"
9310210190109,Otras correcciones forzadas de deformidad
9310210190110,"Otras intervenciones en el sistema musculoesquelético, n.c.p."
9310211010101,Biopsia abierta de riñón
9310211010102,Biopsia laparoscópica de riñón
9310211010103,Biopsia endoscópica de riñón por estoma
9310211010104,Biopsia percutánea de riñón
9310211010105,Exploración del riñón
9310211010106,Nefroscopía
9310211010107,Nefroscopía percutánea
9310211010108,Radiografía de riñón
9310211010109,Radiografía del riñón con contraste
9310211010110,"Tomografía axial computarizada de riñón, n.c.p."
9310211010111,Tomografía axial computarizada de riñón con contraste intravenoso
9310211010112,Exploración renal y estudio de la función radioisotópica
9310211010113,"Imágenes de resonancia magnética de riñón, n.c.p."
9310211010114,Imagen de resonancia magnética del riñón con contraste intravenoso
9310211010115,Ultrasonido de riñón
9310211010116,Inyección en el riñón
9310211010117,Perfusión local del riñón
9310211010118,Nefrotomía
9310211010119,Sinfisiotomía del riñón
9310211010120,Liberación de adherencias perirrenales
9310211010121,Liberación laparoscópica de adherencias perirrenales
9310211010122,Destrucción de lesión o tejido del riñón
9310211010123,Destrucción laparoscópica de lesión o tejido renal
9310211010124,Pieloscopía retrógrada con destrucción de lesión o tejido renal
9310211010125,Destrucción percutánea de lesión o tejido del riñón
9310211010126,Litotricia extracorpórea por ondas de choque del riñón
9310211010127,Drenaje del riñón
9310211010128,Drenaje laparoscópico del riñón
9310211010129,Drenaje percutáneo del riñón
9310211010130,Diálisis renal
9310211010131,Extracción de cuerpo extraño del riñón
9310211010132,Extracción del cálculo del riñón
9310211010133,Pieloscopía retrógrada con extracción de cálculo renal
9310211010134,Extracción percutánea de cálculo de riñón
9310211010135,Obtención de riñón
9310211010136,Obtención laparoscópica de riñón
9310211010137,Escisión local de lesión o tejido renal
9310211010138,Escisión local endoscópica de lesión renal o tejido
9310211010139,Nefrectomía parcial
9310211010140,Nefrectomía parcial laparoscópica
9310211010141,Nefrectomía
9310211010142,Nefrectomía total laparoscópica
9310211010143,Nefrectomía radical
9310211010144,Nefrectomía radical laparoscópica
9310211010145,Sustitución de dispositivo en riñón
9310211010146,Trasplante renal
9310211010147,Ligadura de riñón
9310211010148,Anastomosis del riñón
9310211010149,Nefropexia
9310211010150,Nefropexia laparoscópica
9310211010151,Reducción de la torsión del pedículo renal
9310211010152,Nefrostomía
9310211010153,Nefrostomía percutánea
9310211010154,Reparación de riñón
9310211010201,Biopsia endoscópica de la pelvis renal
9310211010202,Biopsia percutánea de la pelvis renal
9310211010203,Exploración de la pelvis renal
9310211010204,Pieloescopía
9310211010205,Pielograma
9310211010206,Pielotomía
9310211010207,Pielotomía laparoscópica
9310211010208,Drenaje de la pelvis renal
9310211010209,Drenaje transuretral de la pelvis renal
9310211010210,Drenaje percutáneo de la pelvis renal
9310211010211,Extracción transuretral de cuerpo extraño de la pelvis renal
9310211010212,Extracción del cálculo de la pelvis renal
9310211010213,Extracción laparoscópica del cálculo de la pelvis renal
9310211010214,Extracción transuretral del cálculo de la pelvis renal
9310211010215,Sustitución del tubo de pielostomía
9310211010216,Obliteración del divertículo calicial
9310211010217,Obliteración laparoscópica de divertículo calicial
9310211010218,Ureteropielostomía
9310211010219,Pielostomía
9310211010220,Reparación de la pelvis renal
9310211010221,Reparación endoscópica de la pelvis renal
9310211010222,Pieloplastia
9310211010223,Pieloplastia laparoscópica
9310211010224,Manejo de dispositivo interno de la pelvis renal y de la unión pielouretérica
9310211010301,Biopsia abierta de uréter
9310211010302,Biopsia endoscópica cerrada de uréter
9310211010303,Biopsia percutánea de uréter
9310211010304,Exploración de uréter y área periureteral
9310211010305,Ureteroscopía
9310211010306,Implantación de estimulador ureteral electrónico
9310211010307,Ureterotomía
9310211010308,Liberación de adherencias periureterales
9310211010309,Liberación laparoscópica de adherencias periureterales
9310211010310,Destrucción de lesión o tejido de uréter
9310211010311,Destrucción endoscópica de lesión o tejido de uréter
9310211010312,Litotricia extracorpórea por ondas de choque del uréter
9310211010313,Extracción de cuerpo extraño del uréter
9310211010314,Extracción transuretral de cuerpo extraño del uréter
9310211010315,Extracción de cálculo de uréter
9310211010316,Extracción transuretral de cálculo a partir de uréter
9310211010317,Ureterectomía parcial
9310211010318,Ureterectomía parcial laparoscópica
9310211010319,Ureterectomía parcial transuretral
9310211010320,Ureterectomía total
9310211010321,Ureterectomía total laparoscópica
9310211010322,Sustitución de dispositivo ureteral
9310211010323,Reemplazo endoscópico de tubo de ureterostomía
9310211010324,Reemplazo percutáneo del tubo de ureterostomía
9310211010325,Anastomosis de uréter
9310211010326,Anastomosis laparoscópica de uréter
9310211010327,Transureterostomía
9310211010328,Ureteropexia
9310211010329,Reimplante de uréter
9310211010330,Dilatación endoscópica de uréter
9310211010331,Dilatación endoscópica de uréter con inserción de dispositivo
9310211010332,Desviación urinaria
9310211010333,Reparación de uréter
9310211010334,Reparación laparoscópica de uréter
9310211010335,Reconstrucción de uréter
9310211010336,Reconstrucción laparoscópica de uréter
9310211010337,Gestión de dispositivo interno de uréter
9310211010401,Biopsia abierta de vejiga
9310211010402,Biopsia cerrada de vejiga
9310211010403,Exploración del tejido perivesical
9310211010404,Cistoscopía por estoma artificial
9310211010405,Cistoscopía
9310211010406,Rayos X de vejiga
9310211010407,Cistouretrograma retrógrado
9310211010408,Resonancia magnética de la vejiga
9310211010409,Ultrasonido de vejiga
9310211010410,Implantación de dispositivo en vejiga urinaria
9310211010411,Cistotomía
9310211010412,Cistotomía laparoscópica
9310211010413,Liberación de adherencias perivesicales
9310211010414,Liberación laparoscópica de adherencias perivesicales
9310211010415,Liberación transuretral de adherencias perivesicales
9310211010416,Destrucción abierta de otra lesión o tejido de vejiga
9310211010417,Destrucción transuretral de lesión o tejido de vejiga
9310211010418,Laparoscopical asistida destrucción transuretral de lesión o tejido de vejiga
9310211010419,Litotricia extracorpórea por ondas de choque de la vejiga
9310211010420,Irrigación endoscópico de coágulos vesicales
9310211010421,Irrigación de la vejiga urinaria
9310211010422,Drenaje de vejiga
9310211010423,Drenaje laparoscópico de vejiga
9310211010424,Drenaje de vejiga sin incisión
9310211010425,Aspiración percutánea de vejiga
9310211010426,Extracción de cuerpo extraño de vejiga
9310211010427,Extracción transuretral de cuerpo extraño de vejiga
9310211010428,Extracción transuretral endoscópica de cuerpo extraño de vejiga
9310211010429,Extracción de cálculos de vejiga
9310211010430,Extracción cistoscópica transuretral del cálculo de la vejiga
9310211010431,Escisión local de lesión o tejido de vejiga
9310211010432,Escisión laparoscópica de lesión o tejido de vejiga
9310211010433,Escisión parcial de lesión o tejido de vejiga
9310211010434,Cistectomía parcial laparoscópica
9310211010435,Resección transuretral de lesión vesical
9310211010436,Cistectomía total
9310211010437,Cistectomía total laparoscópica
9310211010438,Cistectomía radical
9310211010439,Cistectomía radical laparoscópica
9310211010440,Sustitución de dispositivo vesical
9310211010441,Reemplazo de catéter urinario permanente
9310211010442,Hemostasia transuretral de la vejiga
9310211010443,Hemostasia endoscópica de vejiga
9310211010444,Anastomosis de vejiga
9310211010445,Cistopexia
9310211010446,Distensión terapéutica de la vejiga
9310211010447,Ileovesicostomía
9310211010448,Cistotomía percutánea
9310211010449,Aumento de la vejiga
9310211010450,Agrandamiento laparoscópico de la vejiga
9310211010451,Plicatura del esfínter de la vejiga urinaria
9310211010452,Reparación de vejiga
9310211010453,Reparación laparoscópica de vejiga
9310211010454,Reconstrucción de la vejiga urinaria
9310211010455,Manejo de dispositivo interno para vejiga urinaria
9310211010501,Inyección endoscópica en cuello vesical
9310211010502,Incisión endoscópica transuretral de cuello vesical
9310211010503,División del cuello vesical
9310211010504,Destrucción endoscópica del cuello vesical
9310211010505,Extracción de cuerpo extraño del cuello vesical
9310211010506,Extracción de cuerpo extraño del cuello de la vejiga - por orificio
9310211010507,Extracción endoscópica transuretral de cuerpos extraños del cuello vesical
9310211010508,Resección endoscópica transuretral de cuello vesical
9310211010509,Dilatación del cuello vesical
9310211010510,Dilatación laparoscópica del cuello vesical
9310211010511,Dilatación endoscópica transuretral del cuello vesical
9310211010512,Dilatación endoscópica transuretral del cuello vesical con inserción de dispositivo
9310211010513,Reparación de cuello vesical con injerto o prótesis
9310211010514,Reparación endoscópica transuretral del cuello vesical con injerto o prótesis
9310211010601,"Evaluación del sistema urinario, n.c.p."
9310211010602,Biopsia de uretra
9310211010603,Biopsia endoscópica transuretral de uretra
9310211010604,Uretroscopía
9310211010605,Uretrografía
9310211010606,Inyección endoscópica de implante en uretra
9310211010607,Inserción endoscópica de dispositivo uretral
9310211010608,Uretrotomía
9310211010609,Liberación de la uretra
9310211010610,Otra destrucción local de lesión o tejido de uretra
9310211010611,Destrucción endoscópica de lesión o tejido de uretra
9310211010612,Drenaje de uretra
9310211010613,Extracción de cuerpo extraño de la uretra
9310211010614,Extracción de cuerpo extraño de la uretra sin incisión
9310211010615,Extracción endoscópica transuretral de cuerpos extraños de la uretra sin incisión
9310211010616,Extracción del cálculo de la uretra
9310211010617,Extracción transuretral del cálculo de la uretra
9310211010618,Escisión local de lesión o tejido de uretra
9310211010619,Escisión endoscópica de lesión o tejido de uretra
9310211010620,Uretrectomía parcial
9310211010621,Uretrectomía completa
9310211010622,Reemplazo endoscópico transuretral de dispositivo interno de uretra
9310211010623,Anastomosis de uretra
9310211010624,Dilatación de la uretra
9310211010625,Dilatación transuretral con balón de la uretra
9310211010626,Plicatura uretral
9310211010627,Reparación de uretra
9310211010628,Reconstrucción de la uretra
9310211010701,Endoscopía de conducto ileal
9310211010702,Radiografía del sistema urinario
9310211010703,Conduitograma ileal
9310211010704,Ultrasonido del sistema urinario
9310211010705,Otras instilaciones genitourinarias
9310211010706,"Litotricia extracorpórea por ondas de choque del sistema urinario, no especificado de otra manera"
9310211010707,"Extracción de cuerpo extraño del sistema urinario, n.c.p."
9310211010708,"Reemplazo de dispositivo de sistema urinario, n.c.p."
9310211010709,Intervenciones para la incontinencia de esfuerzo
9310211020101,Biopsia abierta de próstata
9310211020102,Biopsia endoscópica transuretral de próstata
9310211020103,Biopsia cerrada de próstata
9310211020104,Radiografía de la próstata y vesículas seminales
9310211020105,Vesiculograma seminal de contraste
9310211020106,Imagen de resonancia magnética de la próstata
9310211020107,Ultrasonido de próstata
9310211020108,Incisión de próstata
9310211020109,Destrucción de próstata y vesícula seminal
9310211020110,Destrucción transuretral de la próstata
9310211020111,Destrucción endoscópica transuretral de próstata y vesícula seminal
9310211020112,Destrucción percutánea de la próstata
9310211020113,Drenaje de próstata y vesícula seminal
9310211020114,Drenaje transrectal de próstata y vesícula seminal
9310211020115,Drenaje endoscópico transuretral de próstata y vesículas seminales
9310211020116,Aspiración percutánea de próstata
9310211020117,Extracción de cuerpo extraño de próstata
9310211020118,Extracción transuretral de cuerpo extraño de próstata
9310211020119,Escisión local de lesión de próstata
9310211020120,Escisión laparoscópica de lesión de próstata
9310211020121,Prostatectomía
9310211020122,Prostatectomía laparoscópica
9310211020123,Prostatectomía transuretral
9310211020124,Prostatectomía radical
9310211020125,Prostatectomía radical laparoscópica
9310211020126,Hemostasia endoscópica de próstata
9310211020127,Hemostasia de próstata
9310211020201,"Biopsia de cordón espermático, epidídimo o conducto deferente"
9310211020202,Rayos X del epidídimo y del conducto deferente
9310211020203,Epididimograma de contraste
9310211020204,Vasotomía
9310211020205,Liberación del cordón espermático
9310211020206,Drenaje del cordón espermático o del conducto deferente
9310211020207,Drenaje percutáneo de cordón espermático o conducto deferente
9310211020208,Extracción de cuerpo extraño de conducto deferente
9310211020209,Recogida de esperma mediante incisión
9310211020210,Recogida de esperma
9310211020211,Recogida percutánea de esperma
9310211020212,Escisión de lesión o tejido de cordón espermático y epidídimo
9310211020213,Escisión laparoscópica de una lesión o tejido del cordón espermático y epidídimo
9310211020214,Escisión parcial del cordón espermático
9310211020215,Escisión parcial laparoscópica del cordón espermático
9310211020216,"Escisión total de cordón espermático, epidídimo o conducto deferente"
9310211020217,Trasplante de cordón espermático o conducto deferente
9310211020218,Ligadura del cordón espermático o del conducto deferente
9310211020219,Ligadura laparoscópica del cordón espermático o del conducto deferente
9310211020220,Vasovasostomía
9310211020221,Reducción de la torsión del cordón espermático
9310211020222,Reducción manual de torsión del cordón espermático
9310211020223,Vasostomía
9310211020224,"Reparación de cordón espermático, epidídimo o conducto deferente"
9310211020225,Inserción de la válvula en el conducto deferente
9310211020301,Biopsia de escroto
9310211020302,Exploración del escroto
9310211020303,Ultrasonido de escroto
9310211020304,Incisión de escroto
9310211020305,Destrucción de lesión o tejido del escroto
9310211020306,Drenaje de escroto
9310211020307,Drenaje percutáneo del escroto
9310211020308,Extracción de cuerpo extraño del escroto con incisión
9310211020309,Extracción de cuerpo extraño o dispositivo del escroto sin incisión
9310211020310,Desbridamiento del tejido escrotal
9310211020311,Escisión de lesión o tejido del escroto
9310211020312,Escisión parcial del escroto
9310211020313,Escisión total del escroto
9310211020314,Reparar disminuyendo el tamaño del escroto
9310211020315,Reparación de escroto
9310211020316,Reconstrucción del escroto con colgajos pediculares o rotatorios
9310211020401,Biopsia abierta de testículo
9310211020402,Biopsia cerrada de testículo
9310211020403,Ultrasonido de testículo
9310211020404,Inyección en testículo
9310211020405,Incisión de testículo y túnica vaginal
9310211020406,Destrucción de lesión testicular
9310211020407,Aspiración de testículo
9310211020408,Aspiración percutánea de los testículos o túnica vaginal
9310211020409,Extracción de cuerpo extraño del testículo
9310211020410,Orquiectomía parcial
9310211020411,Orquiectomía
9310211020412,Orquiectomía laparoscópica
9310211020413,Orquiectomía bilateral radical
9310211020414,Orquiopexia
9310211020415,Ortopiopexia laparoscópica
9310211020416,Reparación de testículo
9310211020417,Injerto testicular
9310211020501,Biopsia de pene
9310211020502,Biopsia percutánea de pene
9310211020503,Ultrasonido de pene
9310211020504,Inserción de prótesis de pene
9310211020505,Colocación de prótesis externas de pene
9310211020506,Incisión del pene
9310211020507,Liberación del pene
9310211020508,Destrucción de lesión de pene
9310211020509,Destrucción percutánea de la lesión del pene
9310211020510,Irrigación de pene
9310211020511,Otros drenajes del pene
9310211020512,Drenaje percutáneo del pene
9310211020513,Extracción de cuerpo extraño del pene
9310211020514,Extracción de cuerpo extraño del pene sin incisión
9310211020515,Desbridamiento del pene
9310211020516,Escisión local de lesión de pene
9310211020517,Escisión total de prepucio
9310211020518,Amputación del pene
9310211020519,Sustitución de prótesis de pene
9310211020520,Reasignación de pene (amputado)
9310211020521,Derivación del cuerpo cavernoso
9310211020522,Reducción de pene
9310211020523,Construcción de pene
9310211020524,Reparación de pene
9310211020525,Reconstrucción del pene
9310211020526,Estiramiento de prepucio
9310211020601,"Evaluación del sistema genital masculino, n.c.p."
9310211020602,Radiografía de los órganos genitales masculinos
9310211020603,"Ultrasonido del sistema genital masculino, n.c.p."
9310211020604,"Intervenciones para la transformación del sexo, n.c.p."
9310211030101,Biopsia abierta de ovario
9310211030102,Biopsia laparoscópica de ovario
9310211030103,Aspiración percutánea de ovario
9310211030104,Ecografía del ovario
9310211030105,Incisión de ovario
9310211030106,Incisión laparoscópica de ovario
9310211030107,Liberación de ovario
9310211030108,Liberación laparoscópica de ovario
9310211030109,Destrucción del ovario
9310211030110,Destrucción laparoscópica de ovario
9310211030111,Drenaje abierto de ovario
9310211030112,Drenaje laparoscópico del ovario
9310211030113,Drenaje percutáneo del ovario
9310211030114,Escisión de lesión de ovario
9310211030115,Escisión parcial de ovario
9310211030116,Escisión parcial laparoscópica del ovario
9310211030117,Ooforectomía
9310211030118,Ooforectomía laparoscópica
9310211030119,Ooforectomía vaginal
9310211030120,Ooforectomía vaginal asistida por laparoscopía
9310211030121,Trasplante de ovario
9310211030122,Ooforopexia
9310211030123,Ooforopexia laparoscópica
9310211030124,Reimplante de ovario
9310211030125,Reimplantación laparoscópica de ovario
9310211030126,Reparación de ovario
9310211030127,Reparación laparoscópica de ovario
9310211030128,Ooforoplastia
9310211030129,Ooforoplastia laparoscópica
9310211030201,Insuflación de trompa de Falopio
9310211030202,Biopsia de trompa de Falopio
9310211030203,Biopsia laparoscópica de trompa de Falopio
